"year","month","weighted_mean_sst","mean_sst","median_sst","sd_sst","max_sst","min_sst","mean_sst_lag2","mean_sst_lag3","mean_sst_lag4","mean_dpth","mean_bt","min_bt","max_bt","sd_bt","mean_bs","min_bs","max_bs","sd_bs","mean_tri","mean_sed","total_cpue","gsi","gsi_lag3","gsi_lag4","weighted_mean_micro","micro_lag3","micro_lag4"
2000,12,11.40745574107,11.5943066098348,11.0200042724609,1.49890939862437,16.8585720062256,8.99000549316406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6804641055,-0.4385553079,-1.931491965,0.368151724776085,NA,NA
2001,1,9.14276880998841,9.4637390276674,8.73222541809082,2.34291876871498,15.649998664856,6.30166625976562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.531421561,-0.4977831639,-0.2578196295,0.345020985036209,0.288399878075128,NA
2001,2,7.62024642859246,7.85290858684207,7.3660774230957,1.83893320595644,17.179162979126,5.62636756896973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6608706406,-1.54072174,-0.6273204386,0.456921564973652,0.286101582730783,NA
2001,3,7.04979470593237,7.17118654295064,6.97367763519287,1.26279966920364,11.3199987411499,4.82954549789429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2965311946,-1.365124887,-0.7130287724,0.444877781560661,0.47800406204141,NA
2001,4,7.63450955430653,7.78854525249553,7.55224776268005,1.40824907196382,12.2043342590332,5.56411218643188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2949065897,-1.298400103,0.1828647144,0.698566810754382,0.443274137841527,NA
2001,5,12.6773566916047,12.784149405501,12.4474992752075,2.52125149650302,19.7431774139404,7.16300058364868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1002870253,-0.1664150154,-0.3714846773,0.415788118836378,0.281850715481662,NA
2001,6,16.5377297964966,16.7438581542148,16.5611095428467,2.03033432439876,22.7457141876221,11.6408338546753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4609600695,-0.5342161762,-0.6551904669,0.118727020810394,0.192282053930109,NA
2001,7,21.5573776358579,21.6889468950351,22.072998046875,1.65417537692684,24.2452583312988,17.1093349456787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4753507341,-0.317575456,-0.6338588996,0.109849872393278,0.111916624181573,NA
2001,8,23.2794236282769,23.3639006422338,23.4187488555908,1.06160871818926,24.883882522583,19.8457870483398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.688061639,-0.05891361445,-0.149481649,0.0840439751325584,0.0685228389503484,NA
2001,9,23.5069074126391,23.5557433947938,23.5794944763184,0.871368358206057,25.6473293304443,19.792724609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03471902771,-0.01901477942,0.4094353401,0.0558212205923946,0.0978592800661974,NA
2001,10,18.5608610537858,18.6363118498132,18.6583976745605,1.10418875864348,21.4982109069824,16.1521034240723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721989394,0.1576213037,-1.23510515,0.174574589558179,0.380264276926638,NA
2001,11,14.9560618780256,15.0842975939964,15.2580947875977,1.42282290285441,17.9529361724854,12.5299987792969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.054218754,0.4098746041,-0.9119398164,0.285868298449835,0.799980369181551,NA
2001,12,14.2661308183692,14.4212920137245,14.303165435791,1.72646834813901,18.6857128143311,11.0783338546753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.181567473,1.484476682,-0.4385553079,0.379836572691881,0.462187401470937,NA
2002,1,11.375901919717,11.6658519135042,10.9675693511963,2.54516264299001,18.5810489654541,7.46000385284424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.542510589,1.083039952,-0.4977831639,0.221517971131623,0.322323358733834,0.288399878075128
2002,2,8.70984179762611,8.94640644156287,8.65737676620483,2.12451313003926,16.7442817687988,5.20650005340576,9.8938051129059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.077206243,1.745160205,-1.54072174,0.307290379047713,0.316505062218562,0.286101582730783
2002,3,8.66967480508548,8.93523547826159,8.38892650604248,2.23778167683205,16.4289951324463,5.68777799606323,9.22413236043677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.367188534,1.036273503,-1.365124887,0.453548564550572,0.465211060408927,0.47800406204141
2002,4,9.63998198522273,9.86196315888483,9.34519100189209,1.69632168596912,14.9273681640625,7.19249534606934,9.30340465195563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.075470887,1.482419879,-1.298400103,0.6106144492549,0.510794634278948,0.443274137841527
2002,5,11.9231382487117,12.1991123420387,11.793475151062,2.2089507303371,18.7142848968506,8.57470321655273,12.4692936437944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.698013088,1.678428753,-0.1664150154,0.331918647393259,0.333235765593535,0.281850715481662
2002,6,16.7323143809665,16.9864447581232,16.519250869751,1.96400130635149,21.8949966430664,13.5456218719482,16.8306624176427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.283507491,1.796621154,-0.5342161762,0.15182692095296,0.0789417391189882,0.192282053930109
2002,7,21.5566211908061,21.7644386331805,21.2964115142822,2.03656077389145,25.7652359008789,17.0029411315918,20.4597707953953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.869149289,1.225385373,-0.317575456,0.137067041693531,0.0670030286759358,0.111916624181573
2002,8,23.9861599460162,24.143329681546,23.8418140411377,1.15533853974977,26.3829174041748,21.4209518432617,22.6771849788895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.050227048,0.4877964859,-0.05891361445,0.0901795064062389,0.151356571526723,0.0685228389503484
2002,9,22.7979176023667,22.8515717857762,22.7784986495972,0.950971847101661,25.4529399871826,19.2439994812012,21.3319447293474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06161592881,0.8532060912,-0.01901477942,0.0746357313849035,0.0768365442147041,0.0978592800661974
2002,10,20.2353957091756,20.2556533798822,20.4842042922974,1.29421279233486,22.6663627624512,15.5330438613892,17.4823998231656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.453586306,1.311101875,0.1576213037,0.124949873300607,0.127747571948074,0.380264276926638
2002,11,15.6158647891226,15.601693840701,15.9939570426941,1.67914382855567,19.1575012207031,12.6637535095215,13.4665572570307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.339859934,0.5469931228,0.4098746041,0.29842717335785,0.312354121359849,0.799980369181551
2002,12,11.9160630726344,12.0729673459262,11.7635703086853,1.72940604947121,15.5358304977417,8.49111080169678,11.40745574107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.585986712,-0.4618253637,1.484476682,0.193197763865855,0.214804123370448,0.462187401470937
2003,1,9.37520060637498,9.54633601097432,8.97100257873535,1.61903066720679,13.6330757141113,6.26999521255493,9.14276880998841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8657537259,0.5037463116,1.083039952,0.239861576277693,0.210259000749756,0.322323358733834
2003,2,7.40676302070108,7.6586327441051,6.65785431861877,2.07443993187312,14.3108320236206,5.00562286376953,7.62024642859246,9.8938051129059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3021086594,0.5139478846,1.745160205,0.259397374933712,0.25917421408444,0.316505062218562
2003,3,6.10573320296776,6.30834238061161,5.97988080978394,1.92704999954451,10.6408815383911,2.98888659477234,7.04979470593237,9.22413236043677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01570532608,0.549932055,1.036273503,1.081337452113,0.393990126891437,0.465211060408927
2003,4,7.59720476656353,7.74433618822878,7.58826446533203,1.16567244264626,10.0979413986206,5.07384061813354,7.63450955430653,9.30340465195563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01271214742,0.4702831369,1.482419879,0.651266945191658,0.880758991388512,0.510794634278948
2003,5,11.759580161531,11.8304158687775,11.5809965133667,1.52988321333047,16.5538215637207,8.41307640075684,12.6773566916047,12.4692936437944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0255,1.133615498,1.678428753,0.376733089286905,0.537873879811699,0.333235765593535
2003,6,16.8169378443273,16.8786789032756,16.7728548049927,0.954609983562537,19.2597503662109,14.2733325958252,16.5377297964966,16.8306624176427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1652416011,0.5863498241,1.796621154,0.178342826048496,0.257849150808837,0.0789417391189882
2003,7,22.0736267391363,22.1782137947361,22.069787979126,0.823097251705727,24.2514991760254,20.0427265167236,21.5573776358579,20.4597707953953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2535878609,0.4050575738,1.225385373,0.106968382899519,0.141937580815258,0.0670030286759358
2003,8,23.7674568986183,23.8398642637067,24.3209981918335,1.20886738315693,25.2261905670166,20.6566638946533,23.2794236282769,22.6771849788895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1344193028,1.223774945,0.4877964859,0.243134501033661,0.0985128762988849,0.151356571526723
2003,9,22.7943965709844,22.8663464350926,22.7576160430908,0.781551814581951,25.0026302337646,20.8824996948242,23.5069074126391,21.3319447293474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0308394457,0.5903665325,0.8532060912,0.0936640456540413,0.118255639014964,0.0768365442147041
2003,10,18.9016453224092,18.998087842328,19.0414047241211,1.33632760863895,22.7020015716553,15.269998550415,18.5608610537858,17.4823998231656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540731928,1.377035709,1.311101875,0.201564282608754,0.245022509599793,0.127747571948074
2003,11,14.1607895830899,14.3547962877872,13.9461507797241,1.48178492947236,19.5269966125488,12.1750011444092,14.9560618780256,13.4665572570307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2474158779,1.197445588,0.5469931228,0.334484570380983,0.37266109353746,0.312354121359849
2003,12,10.7902607585417,10.9312293024829,10.5454549789429,1.14905233173493,14.216362953186,8.73740577697754,14.2661308183692,11.40745574107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160673001,0.6804641055,-0.4618253637,0.270032889147582,0.368151724776085,0.214804123370448
2004,1,9.31547622824044,9.46428011950282,9.31900024414062,1.2864327574746,17.1800079345703,6.08333349227905,11.375901919717,9.14276880998841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1550103625,-0.531421561,0.5037463116,0.288074915634107,0.345020985036209,0.210259000749756
2004,2,6.16486213370117,6.48153903243453,5.68947410583496,2.23354281332735,10.7783317565918,3.13528800010681,8.70984179762611,7.62024642859246,9.8938051129059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1818443325,-0.6608706406,0.5139478846,0.287081792853875,0.456921564973652,0.25917421408444
2004,3,5.91555215358048,6.03890519530508,5.73596096038818,1.15377540373792,9.84624481201172,4.21449756622314,8.66967480508548,7.04979470593237,9.22413236043677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3480222417,0.2965311946,0.549932055,0.301262755829978,0.444877781560661,0.393990126891437
2004,4,7.12837378602137,7.16144602490168,7.20833683013916,0.954910324035295,9.72562313079834,4.7266640663147,9.63998198522273,7.63450955430653,9.30340465195563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4622642734,0.2949065897,0.4702831369,0.452464338417327,0.698566810754382,0.880758991388512
2004,5,11.7243630756339,11.9440626524707,11.9824962615967,2.01953233703727,18.3179130554199,8.20266437530518,11.9231382487117,12.6773566916047,12.4692936437944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09015840054,-0.1002870253,1.133615498,0.330753281671752,0.415788118836378,0.537873879811699
2004,6,15.8559982137019,16.1385408757606,16.0815658569336,2.53891010826057,21.7481575012207,11.2315616607666,16.7323143809665,16.5377297964966,16.8306624176427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02949928155,0.4609600695,0.5863498241,0.16339757462921,0.118727020810394,0.257849150808837
2004,7,21.1099396068449,21.332843909848,21.0786952972412,1.85113023487106,25.8286361694336,16.5692844390869,21.5566211908061,21.5573776358579,20.4597707953953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3912292274,0.4753507341,0.4050575738,0.0952027046839207,0.109849872393278,0.141937580815258
2004,8,22.305137457504,22.4526177200042,22.3882942199707,1.18821159074513,24.6131973266602,19.0391292572021,23.9861599460162,23.2794236282769,22.6771849788895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6102519995,-0.688061639,1.223774945,0.0878001639015689,0.0840439751325584,0.0985128762988849
2004,9,22.3880295784894,22.398369532661,22.3252601623535,0.958717547906626,24.8581771850586,18.0256500244141,22.7979176023667,23.5069074126391,21.3319447293474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2461537631,-0.03471902771,0.5903665325,0.0726648061986065,0.0558212205923946,0.118255639014964
2004,10,18.7219857254941,18.7553098426156,19.0047035217285,1.45193996813788,21.7253818511963,14.521764755249,20.2353957091756,18.5608610537858,17.4823998231656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3700249785,0.721989394,1.377035709,0.152776893414177,0.174574589558179,0.245022509599793
2004,11,13.4268152072253,13.5796014626027,13.4225044250488,1.24552373540447,16.5271053314209,9.9306640625,15.6158647891226,14.9560618780256,13.4665572570307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8499921092,1.054218754,1.197445588,0.429987578201455,0.285868298449835,0.37266109353746
2004,12,11.3003621552983,11.4650000448736,11.5145568847656,1.34340655066521,16.2710514068604,7.91681718826294,11.9160630726344,14.2661308183692,11.40745574107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4713923024,2.181567473,0.6804641055,0.290143194370372,0.379836572691881,0.368151724776085
2005,1,9.28178752155599,9.43379715136551,9.55099821090698,1.3840966632405,12.1412506103516,6.39000177383423,9.37520060637498,11.375901919717,9.14276880998841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4813815814,1.542510589,-0.531421561,0.247276000361959,0.221517971131623,0.345020985036209
2005,2,6.45364370156302,6.54935395685563,6.39470529556274,0.981413938887003,10.0550003051758,4.78499221801758,7.40676302070108,8.70984179762611,7.62024642859246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3636211348,1.077206243,-0.6608706406,0.294645327804041,0.307290379047713,0.456921564973652
2005,3,5.37397650337605,5.57349063188719,4.92106175422668,1.49800163452302,11.0599975585938,3.85472106933594,6.10573320296776,8.66967480508548,7.04979470593237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3556611708,1.367188534,0.2965311946,0.376249349272765,0.453548564550572,0.444877781560661
2005,4,6.68167911622769,6.7680739641098,6.62111377716064,0.82451325525919,10.2210512161255,5.18722295761108,7.59720476656353,9.63998198522273,7.63450955430653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.193153107,1.075470887,0.2949065897,0.440647648213196,0.6106144492549,0.698566810754382
2005,5,10.1576426020642,10.1942647995511,9.67424821853638,1.78066939180723,16.0664253234863,7.16124725341797,11.759580161531,11.9231382487117,12.6773566916047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7980341422,1.698013088,-0.1002870253,0.297720401534969,0.331918647393259,0.415788118836378
2005,6,16.8638629169075,16.9546237708146,17.0375003814697,1.66884265111574,20.9511756896973,11.6076850891113,16.8169378443273,16.7323143809665,16.5377297964966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2362761385,1.283507491,0.4609600695,0.142359777911539,0.15182692095296,0.118727020810394
2005,7,21.8306177508329,21.9629778328924,22.2570457458496,1.91272445249248,25.2930374145508,17.173152923584,22.0736267391363,21.5566211908061,21.5573776358579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08773894646,1.869149289,0.4753507341,0.116996194916098,0.137067041693531,0.109849872393278
2005,8,24.4422657939717,24.5870258307118,24.4169292449951,1.3362270162219,27.1126079559326,20.5142116546631,23.7674568986183,23.9861599460162,23.2794236282769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1423131631,1.050227048,-0.688061639,0.0913181798585958,0.0901795064062389,0.0840439751325584
2005,9,23.6940805761141,23.7930190950644,23.7865076065063,1.09882801995349,25.4169216156006,18.6765975952148,22.7943965709844,22.7979176023667,23.5069074126391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291912654,0.06161592881,-0.03471902771,0.0733880697583498,0.0746357313849035,0.0558212205923946
2005,10,19.7500674386954,19.7752838259333,19.7888078689575,0.67869798844907,22.0305862426758,16.7839984893799,18.9016453224092,20.2353957091756,18.5608610537858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3225931127,1.453586306,0.721989394,0.193366462691598,0.124949873300607,0.174574589558179
2005,11,14.4299144462616,14.4751873760099,14.5549983978271,1.13197493408806,19.1100025177002,10.8597583770752,14.1607895830899,15.6158647891226,14.9560618780256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3116674775,1.339859934,1.054218754,0.707197036396198,0.29842717335785,0.285868298449835
2005,12,10.8088421831212,10.9502799579651,10.8486561775208,1.59037950944327,14.0266704559326,8.19599628448486,10.7902607585417,11.9160630726344,14.2661308183692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1810106549,1.585986712,2.181567473,0.322724331449738,0.193197763865855,0.379836572691881
2006,1,9.53151512113165,9.70972345354371,9.56455039978027,1.37031381072811,12.645001411438,7.00999784469604,9.31547622824044,9.37520060637498,11.375901919717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2223167883,0.8657537259,1.542510589,0.281857733667053,0.239861576277693,0.221517971131623
2006,2,8.07963750220777,8.25017140848656,8.14743661880493,1.41334799734145,11.4684591293335,5.99444389343262,6.16486213370117,7.40676302070108,8.70984179762611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6178591234,0.3021086594,1.077206243,0.333388930883357,0.259397374933712,0.307290379047713
2006,3,6.89066995862046,7.11724584724552,6.55702567100525,1.67659423911494,12.2218704223633,4.77749919891357,5.91555215358048,6.10573320296776,8.66967480508548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02302706979,0.01570532608,1.367188534,0.607228374789349,1.081337452113,0.453548564550572
2006,4,8.58427058366672,8.71556881964321,8.52399730682373,1.26996986093915,13.8800020217896,6.37676572799683,7.12837378602137,7.59720476656353,9.63998198522273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4380362884,-0.01271214742,1.075470887,0.470113574207004,0.651266945191658,0.6106144492549
2006,5,14.8128553500605,14.8659570005551,15.383590221405,2.77157083849107,19.8899993896484,8.62384510040283,11.7243630756339,11.759580161531,11.9231382487117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6144314765,-0.0255,1.698013088,0.269999486592955,0.376733089286905,0.331918647393259
2006,6,17.1631165402969,17.3328320508364,17.5306119918823,1.7710506646794,21.0377101898193,12.9031562805176,15.8559982137019,16.8169378443273,16.7323143809665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195981604,0.1652416011,1.283507491,0.15873294430596,0.178342826048496,0.15182692095296
2006,7,22.3494835444804,22.4986761271198,22.6947631835938,1.74252423959154,25.2547550201416,17.0921039581299,21.1099396068449,22.0736267391363,21.5566211908061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05550949481,0.2535878609,1.869149289,0.125793354042565,0.106968382899519,0.137067041693531
2006,8,24.0307363189985,24.1819545128141,24.4413328170776,1.8028620231861,26.9150047302246,19.410587310791,22.305137457504,23.7674568986183,23.9861599460162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2319579851,0.1344193028,1.050227048,0.180676129358158,0.243134501033661,0.0901795064062389
2006,9,21.5584946622338,21.5855275742879,22.1273880004883,1.47921130972113,23.5754566192627,17.7409973144531,22.3880295784894,22.7943965709844,22.7979176023667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2685445759,0.0308394457,0.06161592881,0.104519470730569,0.0936640456540413,0.0746357313849035
2006,10,18.0542824959336,18.152895131113,18.498607635498,1.18288592632607,20.4318161010742,14.8572778701782,18.7219857254941,18.9016453224092,20.2353957091756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8726096793,0.540731928,1.453586306,0.213897579668136,0.201564282608754,0.124949873300607
2006,11,14.8317718722691,14.9587357973897,14.8644156455994,0.990029045889673,17.9789485931396,12.4833316802979,13.4268152072253,14.1607895830899,15.6158647891226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6382563511,-0.2474158779,1.339859934,0.526659952644094,0.334484570380983,0.29842717335785
2006,12,13.0487361697747,13.1169096545169,13.4307284355164,1.10441042180127,16.3358306884766,10.8433332443237,11.3003621552983,10.7902607585417,11.9160630726344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8911083088,0.160673001,1.585986712,0.399765186117136,0.270032889147582,0.193197763865855
2007,1,11.4021495409254,11.5390925412905,11.5585465431213,1.52589936291362,14.3826656341553,8.31285762786865,9.28178752155599,9.31547622824044,9.37520060637498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693
2007,2,8.44702862908774,8.72651185331737,8.00706243515015,2.51178362562744,14.8404741287231,4.66062164306641,6.45364370156302,6.16486213370117,7.40676302070108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6208123042,-0.1818443325,0.3021086594,0.297318234373316,0.287081792853875,0.259397374933712
2007,3,6.69411650347254,6.90680904549633,6.66650152206421,2.11225285369044,11.9403676986694,3.6385715007782,5.37397650337605,5.91555215358048,6.10573320296776,60.5,9.83462020754813,9.55262918025255,10.1166112348437,0.398795535268924,34.4637889862061,34.2524490356445,34.6751289367676,0.298879824355401,1.53122305870057,48.5,4.59357142857143,-0.8679164256,-0.3480222417,0.01570532608,0.494204138559702,0.301262755829978,1.081337452113
2007,4,6.67643007325356,6.81866379797207,7.13307523727417,1.70441880072909,10.7926263809204,3.94555568695068,6.68167911622769,7.12837378602137,7.59720476656353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.180265557,-0.4622642734,-0.01271214742,0.473229243750628,0.452464338417327,0.651266945191658
2007,5,10.1370846699249,10.2613660193754,10.2889633178711,1.42635444801808,13.6812992095947,7.12397718429565,10.1576426020642,11.7243630756339,11.759580161531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.042751681,0.09015840054,-0.0255,0.317339897611835,0.330753281671752,0.376733089286905
2007,6,15.4371602279512,15.6551491709521,15.7849855422974,2.28782307596115,20.2773952484131,11.6528921127319,16.8638629169075,15.8559982137019,16.8169378443273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9096309928,-0.02949928155,0.1652416011,0.215682301477779,0.16339757462921,0.178342826048496
2007,7,20.9823004867504,21.1535063826758,21.5673913955688,2.00854013954169,25.167501449585,16.3582363128662,21.8306177508329,21.1099396068449,22.0736267391363,95,10.4337595850229,10.4337595850229,10.4337595850229,NA,35.3694267272949,35.3694267272949,35.3694267272949,NA,2.84541654586792,63,3.92156862745098,-0.7511229408,-0.3912292274,0.2535878609,0.190650931556896,0.0952027046839207,0.106968382899519
