"date","year","month","yday","trip_id","hull_num","area","effort_dur","sum_gt_catch","cpue_hr","mesh_size","mesh_bin","depth","start_lat","start_lon","bottomt","bottomt_avg","min_temp_c","mean_temp_c","max_temp_c","temp_variance","temp_deviation","mean_dpth_m","tri","sed"
2011-01-10,2011,1,10,"000201101J84002","620064","622",3.3,0,0,4.8425223,"SM",80,38.483056,-73.325833,11.5133823752403,8.50279245525599,NA,NA,NA,NA,NA,NA,2.53477597236633,63
2011-01-10,2011,1,10,"000201101J84002","620064","616",4.5,0,0,4.8425223,"SM",84,39.503611,-72.416667,11.0534074008465,11.1310464888811,NA,NA,NA,NA,NA,NA,3.54940104484558,62
2011-01-10,2011,1,10,"000201101J84002","620064","616",3.8,0,0,4.8425223,"SM",82,39.332222,-72.496389,12.4626300930977,12.483382679522,NA,NA,NA,NA,NA,NA,0.955592513084412,30
2011-01-10,2011,1,10,"000201101J84002","620064","616",4.3,0,0,4.8425223,"SM",78,39.468333,-72.371667,10.0807214677334,10.9865108281374,NA,NA,NA,NA,NA,NA,3.444748878479,61
2011-01-10,2011,1,10,"000201101J84002","620064","616",4.6,0,0,4.8425223,"SM",76,39.306944,-72.479167,12.4626300930977,12.3476363494992,NA,NA,NA,NA,NA,NA,0.560793936252594,43
2011-01-10,2011,1,10,"000201101J84002","620064","616",3.9,0,0,4.8425223,"SM",76,39.468333,-72.348056,10.0609454736114,11.0951567217708,NA,NA,NA,NA,NA,NA,3.90481805801392,61
2011-01-10,2011,1,10,"000201101J84002","620064","616",3.5,0,0,4.8425223,"SM",69,39.469444,-72.38,11.0621967315674,11.2147892788053,NA,NA,NA,NA,NA,NA,3.05904245376587,61
2011-01-10,2011,1,10,"000201101J84002","620064","616",5.1,0,0,4.8425223,"SM",72,39.333889,-72.514167,12.7263100147247,12.7287514954805,NA,NA,NA,NA,NA,NA,0.951298534870148,23
2011-01-10,2011,1,10,"000201101J84002","620064","616",3.6,0,0,4.8425223,"SM",74,39.466111,-72.372778,10.0609454736114,11.0951567217708,NA,NA,NA,NA,NA,NA,3.0991039276123,61
2011-01-10,2011,1,10,"000201101J84002","620064","616",3.6,0,0,4.8425223,"SM",75,39.332222,-72.506667,12.7263100147247,12.7287514954805,NA,NA,NA,NA,NA,NA,0.987625181674957,19
2011-01-10,2011,1,10,"000201101J84002","620064","616",3.2,0,0,4.8425223,"SM",72,39.440556,-72.350278,12.1740470677614,11.5368205904961,NA,NA,NA,NA,NA,NA,2.17177581787109,61
2011-01-10,2011,1,10,"000201101J84002","620064","616",4,0,0,4.8425223,"SM",72,39.334167,-72.501389,12.9108859598637,12.8959929272532,NA,NA,NA,NA,NA,NA,0.98363870382309,28
2011-01-10,2011,1,10,"000201101J84002","620064","616",1.2,0,0,4.8425223,"SM",43,39.511667,-72.664444,12.3417767956853,12.3390911668539,NA,NA,NA,NA,NA,NA,1.06993317604065,42
2011-01-22,2011,1,22,"000201101J84003","538892","616",2.1,0,0,4.3700811,"SM",72,39.451389,-72.370278,13.1357463374734,12.2372814193368,NA,NA,NA,NA,NA,NA,1.93098318576813,61
2011-01-22,2011,1,22,"000201101J84003","538892","616",2.2,0,0,4.3700811,"SM",69,39.370556,-72.493333,13.1833552122116,13.2922452539206,NA,NA,NA,NA,NA,NA,1.34305644035339,31
2011-01-22,2011,1,22,"000201101J84003","538892","616",3.8,0,0,4.3700811,"SM",75,39.3375,-72.521667,13.1833552122116,13.1408734470606,NA,NA,NA,NA,NA,NA,1.01195299625397,21
2011-01-22,2011,1,22,"000201101J84003","538892","616",4.3,0,0,4.3700811,"SM",71,39.464722,-72.348056,10.2301400899887,11.8129520639777,NA,NA,NA,NA,NA,NA,3.70051121711731,61
2011-01-22,2011,1,22,"000201101J84003","538892","616",4.1,0,0,4.3700811,"SM",67,39.449444,-72.375278,13.3459578305483,12.8515579774976,NA,NA,NA,NA,NA,NA,1.35937190055847,61
2011-01-22,2011,1,22,"000201101J84003","538892","616",3.3,0,0,4.3700811,"SM",72,39.444444,-72.347778,13.1123081222177,12.245338305831,NA,NA,NA,NA,NA,NA,2.51037192344666,61
2011-01-22,2011,1,22,"000201101J84003","538892","616",3.8,0,0,4.3700811,"SM",74,39.316111,-72.486667,13.1174352318048,13.1272011548281,NA,NA,NA,NA,NA,NA,0.163288339972496,49
2011-01-22,2011,1,22,"000201101J84003","538892","616",3.8,0,0,4.3700811,"SM",75,39.445,-72.320556,13.1123081222177,10.8847010806203,NA,NA,NA,NA,NA,NA,3.95157814025879,62
2010-12-31,2010,12,365,"000201101J95001","518410","622",1.5,0,0,5.511814,"SM",46,38.32,-73.806667,13.1430707797408,13.3776970803738,NA,NA,NA,NA,NA,NA,1.33261680603027,52
2011-01-27,2011,1,27,"000201101K34007","538893","537",3.7,0,0,2.5590565,"SM",209,39.973333,-71.001667,NA,NA,NA,NA,NA,NA,NA,NA,3.08630990982056,62
2011-01-27,2011,1,27,"000201101K34007","538893","537",4.2,0,0,2.5590565,"SM",207,39.99,-71.023333,NA,NA,NA,NA,NA,NA,NA,NA,3.28379416465759,12
2011-01-03,2011,1,3,"000201101K38001","617478","622",3.4,0,0,5.1968532,"SM",48,38.2,-73.901667,12.9445783942938,12.7267983108759,NA,NA,NA,NA,NA,NA,3.63755917549133,61
2011-01-03,2011,1,3,"000201101K38001","617478","622",3.2,0,0,5.1968532,"SM",43,38.35,-73.771667,13.3635364919901,13.0009765997529,NA,NA,NA,NA,NA,NA,2.06422567367554,37
2011-01-03,2011,1,3,"000201101K38001","617478","622",4.2,0,0,5.1968532,"SM",45,38.231667,-73.881667,12.9592272788286,13.0871608704329,NA,NA,NA,NA,NA,NA,3.42410755157471,61
2011-02-09,2011,2,39,"000201102D42006","1069510","626",3.9,0,0,5.5511841,"SM",40,37.511111,-74.493056,12.8500930890441,12.6975005418062,NA,NA,NA,NA,NA,NA,1.4733053445816,62
2011-02-09,2011,2,39,"000201102D42006","1069510","626",3.7,0,0,5.5511841,"SM",48,37.674444,-74.349167,12.9335917308927,12.720938757062,NA,NA,NA,NA,NA,NA,2.71442770957947,26
2011-02-04,2011,2,35,"000201102E04006","600802","626",4.1,0,0,5.3937037,"SM",50,37.4825,-74.420556,12.8874477446079,10.9674672782421,NA,NA,NA,NA,NA,NA,3.63935327529907,61
2011-02-04,2011,2,35,"000201102E04006","600802","626",4.1,0,0,5.3937037,"SM",55,37.655,-74.300278,12.9108859598637,12.7626880779862,NA,NA,NA,NA,NA,NA,4.50052547454834,61
2011-02-04,2011,2,35,"000201102E04006","600802","626",4.2,0,0,5.3937037,"SM",52,37.481944,-74.417222,12.9533677250147,11.0734275430441,NA,NA,NA,NA,NA,NA,3.82460570335388,61
2011-02-04,2011,2,35,"000201102E04006","600802","626",4,0,0,5.3937037,"SM",53,37.631111,-74.322778,12.9299295097589,12.758781708777,NA,NA,NA,NA,NA,NA,4.44524478912354,61
2011-01-30,2011,1,30,"000201102H03003","910012","616",2.3,0,0,4.9212625,"SM",80,39.413333,-72.328333,12.8991668522358,11.7741325199604,NA,NA,NA,NA,NA,NA,1.29356265068054,61
2011-01-30,2011,1,30,"000201102H03003","910012","616",4.6,2.18,0.473913043478261,4.9212625,"SM",83,39.316667,-72.388333,12.9262672886252,12.1366924121976,NA,NA,NA,NA,NA,NA,2.72386240959167,61
2011-01-30,2011,1,30,"000201102H03003","910012","616",4.6,2.18,0.473913043478261,4.9212625,"SM",76,39.308333,-72.406667,12.8793908581138,12.1479232236743,NA,NA,NA,NA,NA,NA,2.62724375724792,61
2011-02-14,2011,2,45,"000201102H22006","623578","537",1.7,0,0,3.1889781,"SM",98,40.043333,-71.238333,11.8891262635589,10.6659444049001,NA,NA,NA,NA,NA,NA,3.06459045410156,61
2011-02-14,2011,2,45,"000201102H22006","623578","537",2.6,10.9,4.19230769230769,3.1889781,"SM",129,40.036667,-71.143333,8.22104557603598,9.04675436764956,NA,NA,NA,NA,NA,NA,2.87948989868164,51
2011-02-14,2011,2,45,"000201102H22006","623578","537",3.4,1.09,0.320588235294118,3.1889781,"SM",114,40.023333,-71.248333,9.21497239172459,9.86489456892014,NA,NA,NA,NA,NA,NA,3.24633455276489,62
2011-02-14,2011,2,45,"000201102H22006","623578","537",3.3,0,0,3.1889781,"SM",123,40.056667,-71.011667,11.4738303869963,10.0663167312741,NA,NA,NA,NA,NA,NA,2.80958533287048,20
2011-02-14,2011,2,45,"000201102H22006","623578","537",2.4,0,0,3.1889781,"SM",143,39.998333,-71.251667,9.21497239172459,9.22791223973036,NA,NA,NA,NA,NA,NA,3.10113954544067,52
2011-02-22,2011,2,53,"000201102H44006","689335","616",2.1,0,0,3.0314977,"SM",118,39.888333,-71.693333,11.8305307254195,10.4972380846739,NA,NA,NA,NA,NA,NA,3.47264194488525,62
2011-02-22,2011,2,53,"000201102H44006","689335","616",2.6,0,0,3.0314977,"SM",119,39.89,-71.691667,11.8305307254195,10.4972380846739,NA,NA,NA,NA,NA,NA,3.47264194488525,62
2011-02-22,2011,2,53,"000201102H44006","689335","616",3.1,0,0,3.0314977,"SM",124,39.888333,-71.686667,11.8305307254195,10.4972380846739,NA,NA,NA,NA,NA,NA,3.48768901824951,62
2011-02-10,2011,2,41,"000201102H50005","519505","616",5,3.27,0.654,5.2755934,"SM",83,39.3,-72.736667,12.1623279601336,12.6171758249402,NA,NA,NA,NA,NA,NA,1.85101282596588,30
2011-02-10,2011,2,41,"000201102H50005","519505","623",4.8,0,0,5.2755934,"SM",98,39.088333,-72.718333,10.5648671016097,9.91421248018742,NA,NA,NA,NA,NA,NA,4.07775115966797,63
2011-02-10,2011,2,41,"000201102H50005","519505","623",3,0,0,5.2755934,"SM",82,38.913333,-72.886667,11.0995513871312,8.48423720151186,NA,NA,NA,NA,NA,NA,4.47975921630859,63
2011-02-10,2011,2,41,"000201102H50005","519505","623",4.3,0,0,5.2755934,"SM",72,38.83,-72.98,11.3082979917526,10.4449903964996,NA,NA,NA,NA,NA,NA,4.41427278518677,64
2011-02-10,2011,2,41,"000201102H50005","519505","616",6,0,0,5.2755934,"SM",97,38.983333,-72.813333,10.8109683617949,8.01327556371689,NA,NA,NA,NA,NA,NA,4.19762754440308,73
2011-02-23,2011,2,54,"000201102J81008","933346","537",3.7,8.72,2.35675675675676,2.7952771,"SM",145,40.031667,-70.77,9.45374920964241,10.1717886999249,NA,NA,NA,NA,NA,NA,3.69458341598511,62
2011-02-23,2011,2,54,"000201102J81008","933346","537",3.2,10.9,3.40625,2.7952771,"SM",141,40.036667,-71.018333,8.01742608100176,9.3582873120904,NA,NA,NA,NA,NA,NA,2.92536044120789,22
2011-02-23,2011,2,54,"000201102J81008","933346","537",1.8,6.54,3.63333333333333,2.7952771,"SM",136,39.88,-71.661667,10.629322193563,9.16760766506195,NA,NA,NA,NA,NA,NA,3.58410453796387,62
2011-02-11,2011,2,42,"000201102J83006","616700","622",1.3,0,0,4.8425223,"SM",37,38.881944,-73.316111,10.7018341720104,11.6984466165304,NA,NA,NA,NA,NA,NA,0.314323991537094,20
2011-02-11,2011,2,42,"000201102J83006","616700","616",0.6,0,0,4.8425223,"SM",74,39.657778,-72.382222,12.4091616645455,12.315164655447,NA,NA,NA,NA,NA,NA,0.630690693855286,62
2011-02-03,2011,2,34,"000201102K34008","1183113","622",2.4,0,0,5.3149635,"SM",86,38.101667,-73.87,8.90368359535933,11.041444145143,NA,NA,NA,NA,NA,NA,2.75607681274414,62
2011-02-03,2011,2,34,"000201102K34008","1183113","622",2.9,0,0,5.3149635,"SM",90,38.091667,-73.865,8.90368359535933,11.041444145143,NA,NA,NA,NA,NA,NA,3.42634201049805,63
2011-02-03,2011,2,34,"000201102K34008","1183113","622",4.7,0,0,5.3149635,"SM",96,38.078333,-73.858333,8.90368359535933,8.53111363202333,NA,NA,NA,NA,NA,NA,3.72707200050354,62
2011-02-03,2011,2,34,"000201102K34008","1183113","622",3.6,0,0,5.3149635,"SM",69,38.116667,-73.88,12.2055421695113,11.0336314067245,NA,NA,NA,NA,NA,NA,3.36741995811462,62
2011-02-03,2011,2,34,"000201102K34008","1183113","622",3.2,0,0,5.3149635,"SM",10,38.22,-73.68,11.6056703478098,11.1571703329682,NA,NA,NA,NA,NA,NA,3.62056636810303,63
2011-02-03,2011,2,34,"000201102K34008","1183113","622",3.4,0,0,5.3149635,"SM",68,38.418333,-73.416667,11.2343211248517,9.27161474525928,NA,NA,NA,NA,NA,NA,4.2859091758728,62
2011-02-03,2011,2,34,"000201102K34008","1183113","622",3.2,0,0,5.3149635,"SM",78,38.11,-73.873333,NA,NA,NA,NA,NA,NA,NA,NA,3.34625387191772,63
2011-02-03,2011,2,34,"000201102K34008","1183113","626",3.7,0,0,5.3149635,"SM",81,38.095,-73.878333,12.4120914414525,11.1298257485032,NA,NA,NA,NA,NA,NA,3.12877035140991,62
2011-02-03,2011,2,34,"000201102K34008","1183113","623",NA,0,NA,5.3149635,"SM",90,39.051667,-72.753333,10.7018341720104,10.2652974128723,NA,NA,NA,NA,NA,NA,3.96746945381165,63
2011-02-03,2011,2,34,"000201102K35004","682332","622",2.1,0,0,4.6063017,"SM",85,37.99,-73.943333,10.7282021641731,9.87466049194336,NA,NA,NA,NA,NA,NA,3.92157793045044,61
2011-02-03,2011,2,34,"000201102K35004","682332","622",2.6,0,0,4.6063017,"SM",76,38.685,-73.143333,12.5930051654577,11.323191024363,NA,NA,NA,NA,NA,NA,2.73052597045898,61
2011-02-03,2011,2,34,"000201102K35004","682332","623",2.5,0,0,4.6063017,"SM",119,38.82,-73.028333,11.5177770406008,10.2150029093027,NA,NA,NA,NA,NA,NA,4.58742475509644,62
2011-02-03,2011,2,34,"000201102K35004","682332","622",2.5,0,0,4.6063017,"SM",64,38.918333,-72.92,11.4782250523567,10.5284890383482,NA,NA,NA,NA,NA,NA,3.44924449920654,62
2011-02-03,2011,2,34,"000201102K35004","682332","623",2.6,0,0,4.6063017,"SM",79,38.823333,-73.016667,11.432081066072,10.2591937109828,NA,NA,NA,NA,NA,NA,4.62143611907959,61
2011-02-03,2011,2,34,"000201102K35004","682332","616",1.6,0,0,4.6063017,"SM",79,38.955,-72.853333,7.01178015768528,9.91836299747229,NA,NA,NA,NA,NA,NA,4.17278861999512,62
2011-02-03,2011,2,34,"000201102K35004","682332","616",2.2,0,0,4.6063017,"SM",96,38.931667,-72.868333,7.03448592871428,9.84170050173998,NA,NA,NA,NA,NA,NA,4.41863441467285,63
2011-02-03,2011,2,34,"000201102K35004","682332","616",2.5,0,0,4.6063017,"SM",88,38.935,-72.866667,7.03448592871428,9.84170050173998,NA,NA,NA,NA,NA,NA,4.35635566711426,61
2011-02-03,2011,2,34,"000201102K35004","682332","616",2.6,17.44,6.70769230769231,4.6063017,"SM",116,39.143333,-72.686667,12.5732291713357,10.5836665034294,NA,NA,NA,NA,NA,NA,4.47252559661865,62
2011-02-03,2011,2,34,"000201102K35004","682332","622",2.5,0,0,4.6063017,"SM",91,38.668333,-73.128333,13.063234359026,11.4164555892348,NA,NA,NA,NA,NA,NA,4.10745429992676,62
2011-02-03,2011,2,34,"000201102K35004","682332","622",3,0,0,4.6063017,"SM",93,38.793333,-73.06,12.5761589482427,11.9037751480937,NA,NA,NA,NA,NA,NA,4.02506923675537,66
2011-02-03,2011,2,34,"000201102K35004","682332","626",4.4,0,0,4.6063017,"SM",92,38.108333,-73.868333,8.19028291851282,10.6844996586442,NA,NA,NA,NA,NA,NA,3.04063558578491,63
2011-02-03,2011,2,34,"000201102K35004","682332","622",3.6,0,0,4.6063017,"SM",91,37.933333,-73.995,10.76262704283,9.4815820902586,NA,NA,NA,NA,NA,NA,2.83728933334351,62
2011-02-03,2011,2,34,"000201102K35004","682332","626",4.6,0,0,4.6063017,"SM",104,38.098333,-73.866667,7.9866634234786,10.5370342209935,NA,NA,NA,NA,NA,NA,2.68188905715942,63
2011-02-07,2011,2,38,"000201102K39004","689335","616",1.3,0,0,5.3937037,"SM",86,39.221667,-72.513333,12.0824915394187,10.8678548634052,NA,NA,NA,NA,NA,NA,3.22056341171265,62
2011-02-07,2011,2,38,"000201102K39004","689335","616",2.6,1.635,0.628846153846154,5.3937037,"SM",85,39.21,-72.528333,12.0824915394187,10.8678548634052,NA,NA,NA,NA,NA,NA,3.86941885948181,62
2011-02-07,2011,2,38,"000201102K39004","689335","616",4.8,0,0,5.3937037,"SM",82,39.376667,-72.34,11.9799493476748,11.7875606641173,NA,NA,NA,NA,NA,NA,1.38496458530426,61
2011-02-07,2011,2,38,"000201102K39004","689335","616",4.6,0,0,5.3937037,"SM",80,39.246667,-72.49,12.1506088525057,11.8505508676171,NA,NA,NA,NA,NA,NA,2.65247130393982,61
2011-02-07,2011,2,38,"000201102K39004","689335","616",3.7,0,0,5.3937037,"SM",84,38.983333,-72.825,10.8424634635448,8.07016206532717,NA,NA,NA,NA,NA,NA,4.2131609916687,63
2011-02-07,2011,2,38,"000201102K39004","689335","616",0.8,0,0,5.3937037,"SM",118,39.81,-71.821667,10.4799035713077,9.24109623581171,NA,NA,NA,NA,NA,NA,3.21522665023804,62
2011-02-07,2011,2,38,"000201102K39004","689335","616",2.5,0,0,5.3937037,"SM",115,39.88,-71.735,11.7624134123325,10.523361928761,NA,NA,NA,NA,NA,NA,3.12170171737671,62
2011-02-07,2011,2,38,"000201102K39004","689335","616",2.1,0,0,5.3937037,"SM",118,39.788333,-71.846667,8.58653524518013,9.80361340194941,NA,NA,NA,NA,NA,NA,4.14824104309082,62
2011-02-09,2011,2,40,"000201102K43008","1037847","622",1.3,0,0,5.5905542,"SM",42,38.876667,-73.316667,9.20691550523043,10.4640339463949,NA,NA,NA,NA,NA,NA,0.552180290222168,26
2011-02-09,2011,2,40,"000201102K43008","1037847","626",3,0,0,5.5905542,"SM",47,37.638333,-74.381667,12.3549607917666,12.7719657048583,NA,NA,NA,NA,NA,NA,2.40319180488586,31
2011-02-09,2011,2,40,"000201102K43008","1037847","626",1.8,0,0,5.5905542,"SM",44,37.345,-74.628333,12.2487563788891,12.3525193110108,NA,NA,NA,NA,NA,NA,1.52728652954102,23
2011-02-09,2011,2,40,"000201102K43008","1037847","626",1.7,0,0,5.5905542,"SM",45,37.261667,-74.673333,13.1892147660255,11.8991363346577,NA,NA,NA,NA,NA,NA,2.61879754066467,20
2011-02-09,2011,2,40,"000201102K43008","1037847","626",1.8,0,0,5.5905542,"SM",45,37.35,-74.62,13.03759881109,12.6965239495039,NA,NA,NA,NA,NA,NA,2.02038931846619,22
2011-02-09,2011,2,40,"000201102K43008","1037847","626",2,0,0,5.5905542,"SM",46,37.261667,-74.675,13.1892147660255,11.8991363346577,NA,NA,NA,NA,NA,NA,2.62875175476074,20
2011-03-11,2011,3,70,"000201103D42009","598295","616",1.1,4.36,3.96363636363636,5.5511841,"SM",64,39.306667,-72.646667,11.4423352852464,11.5951719805598,NA,NA,NA,NA,NA,NA,0.824506640434265,25
2011-03-11,2011,3,70,"000201103D42009","598295","616",1.5,4.36,2.90666666666667,5.5511841,"SM",70,39.335,-72.576667,11.5368205904961,11.4767601639032,NA,NA,NA,NA,NA,NA,2.03577256202698,20
2011-03-11,2011,3,70,"000201103D42009","598295","616",1.3,63.22,48.6307692307692,5.5511841,"SM",75,39.31,-72.56,11.5368205904961,11.6215399727225,NA,NA,NA,NA,NA,NA,0.931822121143341,21
2011-03-15,2011,3,74,"000201103G21020","1060577","622",1.8,0,0,5.2362233,"SM",55,38.816667,-73.045,11.1288491562009,10.8773766383529,NA,NA,NA,NA,NA,NA,4.40279388427734,63
2011-03-15,2011,3,74,"000201103G21020","1060577","622",1.9,0,0,5.2362233,"SM",51,38.513333,-73.453333,11.8649556040764,11.1784112155437,NA,NA,NA,NA,NA,NA,1.37329065799713,61
2011-03-01,2011,3,60,"000201103J82005","599943","616",0.7,0,0,2.8740173,"SM",85,39.615,-72.395,11.7148045375943,11.9340495094657,NA,NA,NA,NA,NA,NA,3.18458247184753,62
2011-03-01,2011,3,60,"000201103J82005","599943","616",0.4,0,0,2.8740173,"SM",66,39.536667,-72.383333,NA,NA,NA,NA,NA,NA,NA,NA,4.37140512466431,45
2011-03-01,2011,3,60,"000201103J82005","599943","616",0.5,13.08,26.16,2.8740173,"SM",69,39.653333,-72.383333,11.9535813555121,11.9291665479541,NA,NA,NA,NA,NA,NA,0.660674870014191,62
2011-03-01,2011,3,60,"000201103J84005","596232","537",4.1,0,0,2.8346472,"SM",192,39.952778,-70.721944,NA,NA,NA,NA,NA,NA,NA,NA,3.23828959465027,62
2011-02-25,2011,2,56,"000201103J88008","638032","525",5,0,0,3.1102379,"SM",88,40.59,-67.073333,12.0722373202443,10.9208349958062,NA,NA,NA,NA,NA,NA,3.29416942596436,62
2011-02-25,2011,2,56,"000201103J88008","638032","525",2.8,0,0,3.1102379,"SM",92,40.413333,-67.555,13.2199774235487,10.5450911074877,NA,NA,NA,NA,NA,NA,3.25328850746155,61
2011-02-25,2011,2,56,"000201103J88008","638032","525",1.8,0,0,3.1102379,"SM",75,40.451667,-67.511667,12.2619403749704,12.6147343441844,NA,NA,NA,NA,NA,NA,2.45456528663635,61
2011-02-25,2011,2,56,"000201103J88008","638032","525",1.6,0,0,3.1102379,"SM",73,40.521667,-67.46,12.3593554571271,11.3131809532642,NA,NA,NA,NA,NA,NA,3.14224100112915,61
2011-03-26,2011,3,85,"000201103J95008","547331","626",1.2,0,0,4.9212625,"SM",79,37.375,-74.481667,11.3104953244328,8.99890134483576,NA,NA,NA,NA,NA,NA,4.61600494384766,62
2011-03-26,2011,3,85,"000201103J95008","547331","626",2.2,0,0,4.9212625,"SM",58,37.421667,-74.496667,11.3104953244328,7.87240212410688,NA,NA,NA,NA,NA,NA,2.44850635528564,45
2011-03-26,2011,3,85,"000201103J95008","547331","626",2.6,0,0,4.9212625,"SM",62,37.321667,-74.486667,NA,NA,NA,NA,NA,NA,NA,NA,4.6792893409729,63
